File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR	EntrezIDs
ENCFF586ALU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR371LLY	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/ZNF37A-human/				ZNF37A-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF736OSY/, /files/ENCFF585IQN/, /files/ENCFF705BZZ/, /files/ENCFF949NGG/, /files/ENCFF533HJT/, /files/ENCFF489ERC/, /files/ENCFF800IMV/, /files/ENCFF383QIP/, /files/ENCFF999AVO/, /files/ENCFF356LFX/, /files/ENCFF919EDN/, /files/ENCFF528DFI/, /files/ENCFF482RWP/, /files/ENCFF490JCT/, /files/ENCFF451CVJ/, /files/ENCFF500XPF/, /files/ENCFF709TVD/, /files/ENCFF324QFM/, /files/ENCFF928CJD/, /files/ENCFF190AZK/, /files/ENCFF785BTW/, /files/ENCFF847EHD/, /files/ENCFF905YEA/, /files/ENCFF065LBX/, /files/ENCFF425NTG/, /files/ENCFF856XMU/, /files/ENCFF654JHZ/	35214	ENCODE Processing Pipeline	6e92e4a4b15a6b73cdf5ffa9b3a14c95		https://www.encodeproject.org/files/ENCFF586ALU/@@download/ENCFF586ALU.bed.gz				released	s3://encode-public/2020/08/05/81f4c10a-6745-4bb3-ab76-264c72071725/ENCFF586ALU.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization			7587
ENCFF563WUP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR213HBY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TOE1-human	DNA						2016-11-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF822ODT/, /files/ENCFF356LFX/, /files/ENCFF936FZX/, /files/ENCFF528KWV/, /files/ENCFF735JLB/, /files/ENCFF554APQ/, /files/ENCFF364OBE/	392602	ENCODE Processing Pipeline	0e76cbc356cd0f9cb06fc2e6307e9b8c		https://www.encodeproject.org/files/ENCFF563WUP/@@download/ENCFF563WUP.bed.gz				released	s3://encode-public/2021/03/20/e55242a7-5768-48be-a104-a301d44922df/ENCFF563WUP.bed.gz	ENCODE4 v1.7.1 GRCh38	released	inconsistent platforms, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking, borderline replicate concordance			114034
ENCFF746OAD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR402XII	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CSDE1-human	DNA						2016-10-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF133PRE/, /files/ENCFF735JLB/, /files/ENCFF356LFX/, /files/ENCFF289YSW/, /files/ENCFF554APQ/	96865	ENCODE Processing Pipeline	79d7169cb650c9755947da77b1eb8718		https://www.encodeproject.org/files/ENCFF746OAD/@@download/ENCFF746OAD.bed.gz				released	s3://encode-public/2020/12/04/38b5d6ab-824f-4a56-9468-57b683bf442b/ENCFF746OAD.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking			7812
ENCFF624RGO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR714YZG	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ETV4-human	DNA						2016-06-13	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF938TRX/, /files/ENCFF356LFX/, /files/ENCFF178ZTR/, /files/ENCFF360KLV/, /files/ENCFF613SGB/	369151	ENCODE Processing Pipeline	ce1309067e1dd41ee2020fbe3fe07a3e		https://www.encodeproject.org/files/ENCFF624RGO/@@download/ENCFF624RGO.bed.gz				released	s3://encode-public/2021/02/04/361ede6a-c583-4f57-a674-5a54fd36e473/ENCFF624RGO.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, antibody characterized with exemption			2118
ENCFF758SMD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR076EZB	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/KLF9-human/				KLF9-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF500XPF/, /files/ENCFF785BTW/, /files/ENCFF905YEA/, /files/ENCFF190AZK/, /files/ENCFF949NGG/, /files/ENCFF736OSY/, /files/ENCFF709TVD/, /files/ENCFF490JCT/, /files/ENCFF065LBX/, /files/ENCFF425NTG/, /files/ENCFF451CVJ/, /files/ENCFF384YJC/, /files/ENCFF585IQN/, /files/ENCFF705BZZ/, /files/ENCFF928CJD/, /files/ENCFF482RWP/, /files/ENCFF847EHD/, /files/ENCFF654JHZ/, /files/ENCFF066UCZ/, /files/ENCFF856XMU/, /files/ENCFF383QIP/, /files/ENCFF533HJT/, /files/ENCFF489ERC/, /files/ENCFF356LFX/, /files/ENCFF919EDN/, /files/ENCFF528DFI/, /files/ENCFF800IMV/	420935	ENCODE Processing Pipeline	6d5a1a62f535580b65ce538ddd3f801e		https://www.encodeproject.org/files/ENCFF758SMD/@@download/ENCFF758SMD.bed.gz				released	s3://encode-public/2020/08/04/30ec5fcb-70dd-446c-97a9-ec2165d28914/ENCFF758SMD.bed.gz	ENCODE4 v1.5.1 GRCh38	released	low read depth, missing genetic modification characterization, missing biosample characterization			687
ENCFF351OYP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR443MVV	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/PRDM4-human/				PRDM4-human	DNA				formaldehyde		2017-02-10	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF533HJT/, /files/ENCFF949NGG/, /files/ENCFF490JCT/, /files/ENCFF356LFX/, /files/ENCFF800IMV/, /files/ENCFF961DFE/, /files/ENCFF528DFI/, /files/ENCFF919EDN/, /files/ENCFF856XMU/, /files/ENCFF425NTG/, /files/ENCFF847EHD/, /files/ENCFF482RWP/, /files/ENCFF383QIP/, /files/ENCFF705BZZ/, /files/ENCFF709TVD/, /files/ENCFF451CVJ/, /files/ENCFF489ERC/, /files/ENCFF736OSY/, /files/ENCFF500XPF/, /files/ENCFF190AZK/, /files/ENCFF761FHH/, /files/ENCFF785BTW/, /files/ENCFF928CJD/, /files/ENCFF585IQN/, /files/ENCFF654JHZ/, /files/ENCFF065LBX/, /files/ENCFF905YEA/	345995	ENCODE Processing Pipeline	7e36ae51acf165700b8e7f4d10b76dcf		https://www.encodeproject.org/files/ENCFF351OYP/@@download/ENCFF351OYP.bed.gz				released	s3://encode-public/2020/08/05/f23a11dc-139f-448e-baaf-c5422094342c/ENCFF351OYP.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization			11108
ENCFF311QUH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR535DIA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/GLIS2-human/				GLIS2-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF528DFI/, /files/ENCFF928CJD/, /files/ENCFF356LFX/, /files/ENCFF451CVJ/, /files/ENCFF705BZZ/, /files/ENCFF585IQN/, /files/ENCFF856XMU/, /files/ENCFF383QIP/, /files/ENCFF949NGG/, /files/ENCFF489ERC/, /files/ENCFF490JCT/, /files/ENCFF709TVD/, /files/ENCFF310XUG/, /files/ENCFF190AZK/, /files/ENCFF500XPF/, /files/ENCFF892IPU/, /files/ENCFF905YEA/, /files/ENCFF800IMV/, /files/ENCFF736OSY/, /files/ENCFF847EHD/, /files/ENCFF425NTG/, /files/ENCFF482RWP/, /files/ENCFF785BTW/, /files/ENCFF654JHZ/, /files/ENCFF065LBX/, /files/ENCFF919EDN/, /files/ENCFF533HJT/	713550	ENCODE Processing Pipeline	df3724cc1c0f4262fae9194d4f7041fe		https://www.encodeproject.org/files/ENCFF311QUH/@@download/ENCFF311QUH.bed.gz				released	s3://encode-public/2020/08/07/63045886-2643-49cd-9998-70d0b11c71b5/ENCFF311QUH.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization			84662
ENCFF987CPY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR419ODQ	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										ZNF507-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF565ARU/, /files/ENCFF352CJI/, /files/ENCFF146LQT/, /files/ENCFF918CII/, /files/ENCFF356LFX/	49133	ENCODE Processing Pipeline	3e54ccb88557d57a12fe0ceef2f7074a		https://www.encodeproject.org/files/ENCFF987CPY/@@download/ENCFF987CPY.bed.gz				released	s3://encode-public/2020/12/04/57f370e1-4d82-4ba5-a0f7-f2e3d13a7b1f/ENCFF987CPY.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking	poor library complexity, partially characterized antibody, severe bottlenecking		22847
ENCFF583XAW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR990AZC	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										MCM3-human	DNA						2016-09-27	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF659SDQ/, /files/ENCFF936FZX/, /files/ENCFF687YCX/, /files/ENCFF822ODT/, /files/ENCFF356LFX/	35017	ENCODE Processing Pipeline	aafd33573458cde7a5f33aedfb0a3045		https://www.encodeproject.org/files/ENCFF583XAW/@@download/ENCFF583XAW.bed.gz				released	s3://encode-public/2020/11/30/e27f3b64-5ca6-4639-b87b-8d11f49b58cd/ENCFF583XAW.bed.gz	ENCODE4 v1.6.1 GRCh38	released				4172
ENCFF527MLG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR907MZR	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TRIM24-human	DNA						2016-07-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF262RRZ/, /files/ENCFF936FZX/, /files/ENCFF870RZU/, /files/ENCFF822ODT/	574361	ENCODE Processing Pipeline	6ec5065160d26c10af9cb8c22f7c8359		https://www.encodeproject.org/files/ENCFF527MLG/@@download/ENCFF527MLG.bed.gz				released	s3://encode-public/2020/12/01/6c108c26-d999-470b-a880-5d904dd45f7a/ENCFF527MLG.bed.gz	ENCODE4 v1.6.1 GRCh38	released				8805
ENCFF134HBK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR882ICT	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001184	HEK293T	cell line	Homo sapiens										ZNF384-human	DNA						2016-11-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF572QFF/, /files/ENCFF636ORI/, /files/ENCFF334OEW/, /files/ENCFF345ERB/, /files/ENCFF356LFX/	368132	ENCODE Processing Pipeline	69f2ae7a2e8bcca4b8f629de3d5ef4a1		https://www.encodeproject.org/files/ENCFF134HBK/@@download/ENCFF134HBK.bed.gz				released	s3://encode-public/2020/12/01/34c353f1-ecc3-41ac-88c7-94491de9f215/ENCFF134HBK.bed.gz	ENCODE4 v1.6.1 GRCh38	released				171017
ENCFF991ZSC	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR296MXW	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										HNRNPUL1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF404GRH/, /files/ENCFF234JHW/, /files/ENCFF389SYQ/	21270	ENCODE Processing Pipeline	8adf2bec91d77edc1bf53b8b6b388a0b		https://www.encodeproject.org/files/ENCFF991ZSC/@@download/ENCFF991ZSC.bed.gz				released	s3://encode-public/2017/02/10/7b9a4629-1ced-4d95-af2b-d2a44c7646ef/ENCFF991ZSC.bed.gz	ENCODE3 GRCh38	released	low read length			11100
ENCFF700VSW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR296MXW	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										HNRNPUL1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF817OOZ/, /files/ENCFF591RXP/, /files/ENCFF607DFN/, /files/ENCFF356LFX/, /files/ENCFF753ONA/	20696	ENCODE Processing Pipeline	21bab82882b3d1a1667382fab44db3ba		https://www.encodeproject.org/files/ENCFF700VSW/@@download/ENCFF700VSW.bed.gz				released	s3://encode-public/2020/12/04/bc092fe2-85c2-41e6-a075-a042dd3e7900/ENCFF700VSW.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length			11100
ENCFF160TJG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR318LVG	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										ZBTB40-human	DNA						2016-09-20	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF352CJI/, /files/ENCFF407FRF/, /files/ENCFF356LFX/, /files/ENCFF870HZY/, /files/ENCFF918CII/	258997	ENCODE Processing Pipeline	554c8d15eeee8bbf275ca434c3376847		https://www.encodeproject.org/files/ENCFF160TJG/@@download/ENCFF160TJG.bed.gz				released	s3://encode-public/2020/12/30/4b161d23-5e04-4413-93ae-7c0fe6c9a60c/ENCFF160TJG.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking			9923
ENCFF789GNK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR304AMN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/IKZF3-human/				IKZF3-human	DNA						2018-07-12	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF713QSG/, /files/ENCFF350INM/, /files/ENCFF300ATN/, /files/ENCFF356LFX/, /files/ENCFF213CJU/, /files/ENCFF036EBY/, /files/ENCFF852BFO/, /files/ENCFF031UZD/, /files/ENCFF125PWP/	532160	ENCODE Processing Pipeline	5ebc1a7d2f5d6501e0c9633e9804a40c		https://www.encodeproject.org/files/ENCFF789GNK/@@download/ENCFF789GNK.bed.gz				released	s3://encode-public/2020/07/31/f42f8351-a06e-4650-986b-196e05e414d3/ENCFF789GNK.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification characterization, moderate library complexity, missing biosample characterization, mild to moderate bottlenecking			22806
ENCFF423DNE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR543KOA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/ZBTB12-human/				ZBTB12-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF654JHZ/, /files/ENCFF800IMV/, /files/ENCFF528DFI/, /files/ENCFF905YEA/, /files/ENCFF356LFX/, /files/ENCFF736OSY/, /files/ENCFF972YUA/, /files/ENCFF533HJT/, /files/ENCFF919EDN/, /files/ENCFF065LBX/, /files/ENCFF928CJD/, /files/ENCFF190AZK/, /files/ENCFF705BZZ/, /files/ENCFF856XMU/, /files/ENCFF490JCT/, /files/ENCFF489ERC/, /files/ENCFF451CVJ/, /files/ENCFF386UCB/, /files/ENCFF949NGG/, /files/ENCFF709TVD/, /files/ENCFF482RWP/, /files/ENCFF847EHD/, /files/ENCFF585IQN/, /files/ENCFF425NTG/, /files/ENCFF785BTW/, /files/ENCFF500XPF/, /files/ENCFF383QIP/	177486	ENCODE Processing Pipeline	2e7e6e52cb378e1dd3851189c03a13d4		https://www.encodeproject.org/files/ENCFF423DNE/@@download/ENCFF423DNE.bed.gz				released	s3://encode-public/2020/08/05/dccc13eb-a798-422c-813c-99c6d7871961/ENCFF423DNE.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization			221527
ENCFF862GDZ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR732PJX	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										NKRF-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF756TJY/, /files/ENCFF356LFX/, /files/ENCFF322HVR/, /files/ENCFF232AKP/, /files/ENCFF377KFK/	393800	ENCODE Processing Pipeline	3d80cd6b60dbb844575834f1550fdb3c		https://www.encodeproject.org/files/ENCFF862GDZ/@@download/ENCFF862GDZ.bed.gz				released	s3://encode-public/2020/12/04/f80259fc-85a6-4360-9955-64d8015f8b95/ENCFF862GDZ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity			55922
ENCFF414GKA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR198BHH	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF550-human/				ZNF550-human	DNA				formaldehyde		2020-08-17	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF475JJP/, /files/ENCFF968SJO/, /files/ENCFF356LFX/, /files/ENCFF294NEM/	94916	ENCODE Processing Pipeline	19bcca110513f8d82bd8596e3c5d13c3		https://www.encodeproject.org/files/ENCFF414GKA/@@download/ENCFF414GKA.bed.gz				released	s3://encode-public/2020/05/14/9ac8e405-3185-4235-8a61-8fbfc0c9c70e/ENCFF414GKA.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, borderline replicate concordance, mild to moderate bottlenecking			162972
ENCFF166QJY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR124APT	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/NFYA-human/				NFYA-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF914TCP/, /files/ENCFF994KCR/, /files/ENCFF657NDS/, /files/ENCFF356LFX/	311719	ENCODE Processing Pipeline	0fc714e3eb7ccda9adc5ca7c039e6c08		https://www.encodeproject.org/files/ENCFF166QJY/@@download/ENCFF166QJY.bed.gz				released	s3://encode-public/2020/07/06/05111591-be87-466f-a40f-3f71115e3ae4/ENCFF166QJY.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents			4800
ENCFF567HPV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR706VOO	TF ChIP-seq	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens				CRISPR	insertion	/targets/GATA2-human/				GATA2-human	DNA				formaldehyde		2020-07-16	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF545TAJ/, /files/ENCFF204JIK/, /files/ENCFF356LFX/, /files/ENCFF384OIN/	581849	ENCODE Processing Pipeline	0891f1aa0f85528e0a861e81589b1ec7		https://www.encodeproject.org/files/ENCFF567HPV/@@download/ENCFF567HPV.bed.gz				released	s3://encode-public/2020/07/09/b78044bb-5749-4bb7-ae9c-f06704576d1d/ENCFF567HPV.bed.gz	ENCODE4 v1.5.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents			2624
ENCFF700AVT	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR460LGH	TF ChIP-seq	/human-donors/ENCDO000ACX/	EFO:0006365	C4-2B	cell line	Homo sapiens										CTCF-human	DNA						2017-07-21	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF323JBE/, /files/ENCFF582ELQ/, /files/ENCFF358BGI/, /files/ENCFF629MMX/, /files/ENCFF356LFX/	1632232	ENCODE Processing Pipeline	fc7d96f7936096dc253ffac00f3c93bd		https://www.encodeproject.org/files/ENCFF700AVT/@@download/ENCFF700AVT.bed.gz				released	s3://encode-public/2020/09/01/ffa207ab-e43f-4bfa-9061-b8a2e30fb7be/ENCFF700AVT.bed.gz	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking			10664
ENCFF110HVI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR664AOA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TRIM25-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF936FZX/, /files/ENCFF598IAY/, /files/ENCFF356LFX/, /files/ENCFF770UAZ/, /files/ENCFF822ODT/	93952	ENCODE Processing Pipeline	cd370a429e83883c3037d45b8962ae46		https://www.encodeproject.org/files/ENCFF110HVI/@@download/ENCFF110HVI.bed.gz				released	s3://encode-public/2020/12/03/3c27509e-b5bd-4430-ba8d-6ff96e196eb9/ENCFF110HVI.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance	partially characterized antibody		7706
ENCFF960SMD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR494UQJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NR3C1-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF822ODT/, /files/ENCFF673KQT/, /files/ENCFF356LFX/, /files/ENCFF936FZX/, /files/ENCFF901MYL/	49771	ENCODE Processing Pipeline	a92c3521f230486be860b510985259f6		https://www.encodeproject.org/files/ENCFF960SMD/@@download/ENCFF960SMD.bed.gz				released	s3://encode-public/2020/12/04/e58f6097-89ec-4593-8b17-79a56bbda06e/ENCFF960SMD.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth	partially characterized antibody		2908
ENCFF846CPP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR966YYJ	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										BMI1-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF756SZH/, /files/ENCFF880TJY/, /files/ENCFF356LFX/, /files/ENCFF220TQP/, /files/ENCFF118OKK/	178254	ENCODE Processing Pipeline	a488487cb3a9b6e8c1bbc19170af9a93		https://www.encodeproject.org/files/ENCFF846CPP/@@download/ENCFF846CPP.bed.gz				released	s3://encode-public/2020/12/01/55101d74-3618-4825-9ad5-048b3ccc6e64/ENCFF846CPP.bed.gz	ENCODE4 v1.6.1 GRCh38	released				648
ENCFF432HRL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR100UQX	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TAF9B-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF048QOU/, /files/ENCFF370URC/, /files/ENCFF554APQ/, /files/ENCFF735JLB/	275543	ENCODE Processing Pipeline	74dc9d01483e650ec5927fb73482d1a4		https://www.encodeproject.org/files/ENCFF432HRL/@@download/ENCFF432HRL.bed.gz				released	s3://encode-public/2020/11/29/1e2475ed-08b9-48c3-b8b8-90396f2d1dc5/ENCFF432HRL.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking	partially characterized antibody		51616
ENCFF375JQI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR966ULI	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/PATZ1-human/				PATZ1-human	DNA				formaldehyde		2016-10-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF991QJT/, /files/ENCFF654JHZ/, /files/ENCFF736OSY/, /files/ENCFF383QIP/, /files/ENCFF856XMU/, /files/ENCFF928CJD/, /files/ENCFF500XPF/, /files/ENCFF356LFX/, /files/ENCFF800IMV/, /files/ENCFF919EDN/, /files/ENCFF306BOB/, /files/ENCFF585IQN/, /files/ENCFF425NTG/, /files/ENCFF533HJT/, /files/ENCFF905YEA/, /files/ENCFF190AZK/, /files/ENCFF451CVJ/, /files/ENCFF489ERC/, /files/ENCFF705BZZ/, /files/ENCFF528DFI/, /files/ENCFF785BTW/, /files/ENCFF482RWP/, /files/ENCFF709TVD/, /files/ENCFF490JCT/, /files/ENCFF847EHD/, /files/ENCFF065LBX/, /files/ENCFF949NGG/	762031	ENCODE Processing Pipeline	3c0d229f34e1dd81b247b3a7ed747076		https://www.encodeproject.org/files/ENCFF375JQI/@@download/ENCFF375JQI.bed.gz				released	s3://encode-public/2020/08/06/4c64411c-68b8-4a02-86c7-3d107d034e17/ENCFF375JQI.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization			23598
ENCFF327XIO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR979FQP	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										GATAD2B-human	DNA						2017-09-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF074RUX/, /files/ENCFF756SZH/, /files/ENCFF242HDM/, /files/ENCFF220TQP/, /files/ENCFF356LFX/	146812	ENCODE Processing Pipeline	21bae39955fb63703663bd21a460a6ff		https://www.encodeproject.org/files/ENCFF327XIO/@@download/ENCFF327XIO.bed.gz				released	s3://encode-public/2020/12/03/92204719-2bab-4081-80ba-29cd4d89eab2/ENCFF327XIO.bed.gz	ENCODE4 v1.6.1 GRCh38	released				57459
